rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
2012PH16,3,3,PH521,,3/24/2021 20:07,,3/24/2021 20:07,CORE
2012PH15,3,3,PH527,,3/22/2021 18:54,,3/22/2021 18:54,CORE
1801ME39,7,7,PH401,,7/24/2021 11:07,,7/24/2021 11:07,Open Elective - III
1801ME41,7,7,ME431,,7/23/2021 2:13,,7/23/2021 2:13,CORE
1801ME41,7,7,ME495,,7/23/2021 2:13,,7/23/2021 2:13,CORE
1801ME41,7,7,ME503,,7/23/2021 2:13,,7/23/2021 2:13,Department Elective - I
1801ME41,7,7,ME512,,7/23/2021 2:13,,7/23/2021 2:13,Department Elective - II
1801ME41,7,7,PH401,,7/23/2021 2:13,,7/23/2021 2:13,Open Elective - III
1801ME42,7,7,ME431,,7/23/2021 2:07,,7/23/2021 2:07,CORE
1801ME42,7,7,ME495,,7/23/2021 2:07,,7/23/2021 2:07,CORE
1801ME42,7,7,ME503,,7/23/2021 2:07,,7/23/2021 2:07,Department Elective - I
1801ME42,7,7,ME512,,7/23/2021 2:07,,7/23/2021 2:07,Department Elective - II
1801ME42,7,7,PH401,,7/23/2021 2:07,,7/23/2021 2:07,Open Elective - III
2012PH14,3,3,PH591,,3/25/2021 9:08,,3/25/2021 9:08,CORE
1801CS61,7,7,CS555,,7/23/2021 10:12,,7/23/2021 10:12,Department Elective - III
1801ME43,7,7,ME503,,7/23/2021 0:41,,7/23/2021 0:41,Department Elective - I
1801ME43,7,7,ME512,,7/23/2021 0:41,,7/23/2021 0:41,Department Elective - II
1801ME43,7,7,PH401,,7/23/2021 0:41,,7/23/2021 0:41,Open Elective - III
1801CS61,7,7,CS577,,7/23/2021 10:12,,7/23/2021 10:12,Department Elective - IV
1801CS02,7,7,CS491,,7/23/2021 10:07,,7/23/2021 10:07,CORE
1801CB05,7,7,CB405,,7/23/2021 10:50,,7/23/2021 10:50,CORE
2012PH13,3,3,PH521,,3/24/2021 22:51,,3/24/2021 22:51,CORE
1801CS62,7,7,CS491,,7/23/2021 10:17,,7/23/2021 10:17,CORE
1801ME45,7,7,ME431,,7/24/2021 16:46,,7/24/2021 16:46,CORE
2012PH12,3,3,PH525,,3/24/2021 23:19,,3/24/2021 23:19,CORE
2012PH12,3,3,PH521,,3/24/2021 23:19,,3/24/2021 23:19,CORE
1801ME45,7,7,ME512,,7/24/2021 16:46,,7/24/2021 16:46,Department Elective - II
1801ME45,7,7,PH401,,7/24/2021 16:46,,7/24/2021 16:46,Open Elective - III
1801ME47,7,7,ME431,,7/23/2021 13:37,,7/23/2021 13:37,CORE
1801ME47,7,7,ME495,,7/23/2021 13:37,,7/23/2021 13:37,CORE
1801ME47,7,7,ME512,,7/23/2021 13:37,,7/23/2021 13:37,Department Elective - I
1801CS62,7,7,PH401,,7/23/2021 10:17,,7/23/2021 10:17,Open Elective
2012PH11,3,3,PH523,,3/24/2021 20:13,,3/24/2021 20:13,CORE
1801ME48,7,7,ME431,,7/23/2021 12:35,,7/23/2021 12:35,CORE
2012PH10,3,3,PH591,,3/22/2021 19:43,,3/22/2021 19:43,CORE
2012PH10,3,3,PH525,,3/22/2021 19:43,,3/22/2021 19:43,CORE
1801ME48,7,7,ME537,,7/23/2021 12:35,,7/23/2021 12:35,Department Elective - I
1801ME48,7,7,PH401,,7/23/2021 12:35,,7/23/2021 12:35,Open Elective - III
1801CS63,7,7,CS577,,7/23/2021 10:16,,7/23/2021 10:16,Department Elective - IV
1801ME49,7,7,ME495,,7/23/2021 13:36,,7/23/2021 13:36,CORE
1801ME49,7,7,ME512,,7/23/2021 13:36,,7/23/2021 13:36,Department Elective - I
1801ME49,7,7,ME537,,7/23/2021 13:36,,7/23/2021 13:36,Department Elective - II
1801ME49,7,7,PH401,,7/23/2021 13:36,,7/23/2021 13:36,Open Elective - III
1801ME50,7,7,ME431,,7/23/2021 10:36,,7/23/2021 10:36,CORE
1801ME50,7,7,ME495,,7/23/2021 10:36,,7/23/2021 10:36,CORE
1801CS04,7,7,CS555,,7/23/2021 12:19,,7/23/2021 12:19,Department Elective - III
1801CE05,7,7,CE571,,7/24/2021 10:08,,7/24/2021 10:08,Department Elective - III
1801ME50,7,7,PH401,,7/23/2021 10:36,,7/23/2021 10:36,Open Elective - III
1801ME52,7,7,ME431,,7/23/2021 13:36,,7/23/2021 13:36,CORE
2012PH08,3,3,PH601,,3/25/2021 19:14,,3/25/2021 19:14,Elective - I
1801CS04,7,7,CS577,,7/23/2021 12:19,,7/23/2021 12:19,Department Elective - IV
1801ME52,7,7,ME537,,7/23/2021 13:36,,7/23/2021 13:36,Department Elective - II
1801ME52,7,7,PH401,,7/23/2021 13:36,,7/23/2021 13:36,Open Elective - III
1801ME53,7,7,ME431,,7/23/2021 12:11,,7/23/2021 12:11,CORE
1801CE05,7,7,PH401,,7/24/2021 10:08,,7/24/2021 10:08,Open Elective - III
2012PH07,3,3,PH591,,3/23/2021 20:02,,3/23/2021 20:02,CORE
1801ME53,7,7,ME537,,7/23/2021 12:11,,7/23/2021 12:11,Department Elective - I
1801ME53,7,7,PH401,,7/23/2021 12:11,,7/23/2021 12:11,Open Elective - III
1801ME54,7,7,ME431,,7/24/2021 11:31,,7/24/2021 11:31,CORE
1801ME54,7,7,ME495,,7/24/2021 11:31,,7/24/2021 11:31,CORE
1801ME54,7,7,ME503,,7/24/2021 11:31,,7/24/2021 11:31,Department Elective - I
1801ME54,7,7,ME512,,7/24/2021 11:31,,7/24/2021 11:31,Department Elective - II
1801ME54,7,7,PH401,,7/24/2021 11:31,,7/24/2021 11:31,Open Elective - III
1801ME55,7,7,ME431,,7/23/2021 13:17,,7/23/2021 13:17,CORE
1801ME55,7,7,ME495,,7/23/2021 13:17,,7/23/2021 13:17,CORE
1801ME55,7,7,ME512,,7/23/2021 13:17,,7/23/2021 13:17,Department Elective - I
1801ME55,7,7,ME537,,7/23/2021 13:17,,7/23/2021 13:17,Department Elective - II
1801ME55,7,7,PH401,,7/23/2021 13:17,,7/23/2021 13:17,Open Elective - III
1801ME56,7,7,ME431,,7/24/2021 13:02,,7/24/2021 13:02,CORE
1801ME56,7,7,ME495,,7/24/2021 13:02,,7/24/2021 13:02,CORE
1801ME56,7,7,ME512,,7/24/2021 13:02,,7/24/2021 13:02,Department Elective - II
1801CS67,7,7,PH401,,7/23/2021 11:16,,7/23/2021 11:16,Open Elective
2012PH06,3,3,PH601,,3/25/2021 8:32,,3/25/2021 8:32,Elective - I
2012PH06,3,3,PH523,,3/25/2021 8:32,,3/25/2021 8:32,CORE
1801CS68,7,7,CS555,,7/23/2021 1:21,,7/23/2021 1:21,Department Elective - III
2012PH05,3,3,PH591,,3/24/2021 21:41,,3/24/2021 21:41,CORE
2012PH05,3,3,PH521,,3/24/2021 21:41,,3/24/2021 21:41,CORE
2012PH04,3,3,PH525,,3/24/2021 22:55,,3/24/2021 22:55,CORE
1801CB10,7,7,CB407,,7/23/2021 11:14,,7/23/2021 11:14,CORE
2012PH02,3,3,PH527,,3/22/2021 20:57,,3/22/2021 20:57,CORE
2012PH02,3,3,PH523,,3/22/2021 20:57,,3/22/2021 20:57,CORE
1801ME58,7,7,ME512,,7/23/2021 10:58,,7/23/2021 10:58,Department Elective - II
1801ME58,7,7,PH401,,7/23/2021 10:58,,7/23/2021 10:58,Open Elective - III
2012PH01,3,3,PH523,,3/25/2021 2:32,,3/25/2021 2:32,CORE
2012MA24,3,3,MA591,,3/22/2021 10:22,,3/22/2021 10:22,CORE
2012MA24,3,3,MA525,,3/22/2021 10:22,,3/22/2021 10:22,CORE
2012MA23,3,3,MA525,,3/22/2021 15:32,,3/22/2021 15:32,CORE
2012MA22,3,3,MA539,,3/23/2021 21:53,,3/23/2021 21:53,Elective - II
1801ME60,7,7,ME431,,7/23/2021 11:13,,7/23/2021 11:13,CORE
2012MA22,3,3,MA521,,3/23/2021 21:53,,3/23/2021 21:53,CORE
2012MA21,3,3,MA521,,3/23/2021 17:44,,3/23/2021 17:44,CORE
2012MA20,3,3,MA527,,3/24/2021 18:48,,3/24/2021 18:48,Elective - I
1801ME60,7,7,PH401,,7/23/2021 11:13,,7/23/2021 11:13,Open Elective - III
2012MA19,3,3,MA591,,3/25/2021 21:53,,3/25/2021 21:53,CORE
2012MA19,3,3,MA521,,3/25/2021 21:53,,3/25/2021 21:53,CORE
2012MA18,3,3,MA525,,3/22/2021 21:27,,3/22/2021 21:27,CORE
2012MA17,3,3,MA539,,3/25/2021 19:23,,3/25/2021 19:23,Elective - II
2012MA17,3,3,MA521,,3/25/2021 19:23,,3/25/2021 19:23,CORE
1801ME62,7,7,ME431,,7/23/2021 11:29,,7/23/2021 11:29,CORE
2012MA16,3,3,MA529,,3/24/2021 16:28,,3/24/2021 16:28,Elective - I
2012MA16,3,3,MA523,,3/24/2021 16:28,,3/24/2021 16:28,CORE
1801ME62,7,7,ME537,,7/23/2021 11:29,,7/23/2021 11:29,Department Elective - I
1801ME62,7,7,PH401,,7/23/2021 11:29,,7/23/2021 11:29,Open Elective - III
1801ME63,7,7,ME431,,7/23/2021 10:52,,7/23/2021 10:52,CORE
1801ME63,7,7,ME495,,7/23/2021 10:52,,7/23/2021 10:52,CORE
1801ME63,7,7,ME504,,7/23/2021 10:52,,7/23/2021 10:52,Department Elective - I
1801ME63,7,7,ME512,,7/23/2021 10:52,,7/23/2021 10:52,Department Elective - II
1801ME63,7,7,PH401,,7/23/2021 10:52,,7/23/2021 10:52,Open Elective - III
1801ME64,7,7,ME431,,7/23/2021 12:15,,7/23/2021 12:15,CORE
1801ME64,7,7,ME495,,7/23/2021 12:15,,7/23/2021 12:15,CORE
1801ME64,7,7,ME504,,7/23/2021 12:15,,7/23/2021 12:15,Department Elective - II
1801ME64,7,7,ME537,,7/23/2021 12:15,,7/23/2021 12:15,Department Elective - I
1801ME64,7,7,PH401,,7/23/2021 12:15,,7/23/2021 12:15,Open Elective - III
1801ME65,7,7,ME431,,7/23/2021 8:07,,7/23/2021 8:07,CORE
1801ME65,7,7,ME495,,7/23/2021 8:07,,7/23/2021 8:07,CORE
1801ME65,7,7,ME503,,7/23/2021 8:07,,7/23/2021 8:07,Department Elective - II
1801ME65,7,7,ME512,,7/23/2021 8:07,,7/23/2021 8:07,Department Elective - I
1801ME65,7,7,PH401,,7/23/2021 8:07,,7/23/2021 8:07,Open Elective - III
1801EE04,7,7,EE485,,7/24/2021 20:31,,7/24/2021 20:31,CORE
1901CB02,5,5,CB301,,3/25/2021 19:02,,3/25/2021 19:02,CORE
1901CB02,5,5,CB303,,3/25/2021 19:02,,3/25/2021 19:02,CORE
1901CB02,5,5,CB305,,3/25/2021 19:02,,3/25/2021 19:02,CORE
1901CB02,5,5,CB307,,3/25/2021 19:02,,3/25/2021 19:02,CORE
1901CB02,5,5,CB309,,3/25/2021 19:02,,3/25/2021 19:02,CORE
1901CB02,5,5,CB317,,3/25/2021 19:02,,3/25/2021 19:02,CORE
1901CB02,5,5,CS384,,3/25/2021 19:02,,3/25/2021 19:02,Open Elective - II
1901CB03,5,5,CB301,,3/23/2021 20:30,,3/23/2021 20:30,CORE
1901CB03,5,5,CB303,,3/23/2021 20:30,,3/23/2021 20:30,CORE
1901CB03,5,5,CB305,,3/23/2021 20:30,,3/23/2021 20:30,CORE
1901CB03,5,5,CB307,,3/23/2021 20:30,,3/23/2021 20:30,CORE
1901CB03,5,5,CB309,,3/23/2021 20:30,,3/23/2021 20:30,CORE
1901CB03,5,5,CB317,,3/23/2021 20:30,,3/23/2021 20:30,CORE
1901CB03,5,5,CS384,,3/23/2021 20:30,,3/23/2021 20:30,Open Elective - II
1901CB04,5,5,CB301,,3/22/2021 20:30,,3/22/2021 20:30,CORE
1901CB04,5,5,CB303,,3/22/2021 20:30,,3/22/2021 20:30,CORE
1901CB04,5,5,CB305,,3/22/2021 20:30,,3/22/2021 20:30,CORE
1901CB04,5,5,CB307,,3/22/2021 20:30,,3/22/2021 20:30,CORE
1801EE06,7,7,EE523,,7/23/2021 0:50,,7/23/2021 0:50,Department Elective - I
1901CB04,5,5,CB317,,3/22/2021 20:30,,3/22/2021 20:30,CORE
1901CB06,5,5,CB301,,3/22/2021 12:09,,3/22/2021 12:09,CORE
1901CB06,5,5,CB303,,3/22/2021 12:09,,3/22/2021 12:09,CORE
1901CB06,5,5,CB305,,3/22/2021 12:09,,3/22/2021 12:09,CORE
1901CB06,5,5,CB307,,3/22/2021 12:09,,3/22/2021 12:09,CORE
1901CB06,5,5,CB309,,3/22/2021 12:09,,3/22/2021 12:09,CORE
1901CB06,5,5,CB317,,3/22/2021 12:09,,3/22/2021 12:09,CORE
1901CB06,5,5,CS384,,3/22/2021 12:09,,3/22/2021 12:09,Open Elective - II
1901CB07,5,5,CB301,,3/24/2021 20:53,,3/24/2021 20:53,CORE
1901CB07,5,5,CB303,,3/24/2021 20:53,,3/24/2021 20:53,CORE
1901CB07,5,5,CB305,,3/24/2021 20:53,,3/24/2021 20:53,CORE
1901CB07,5,5,CB307,,3/24/2021 20:53,,3/24/2021 20:53,CORE
1901CB07,5,5,CB309,,3/24/2021 20:53,,3/24/2021 20:53,CORE
1901CB07,5,5,CB317,,3/24/2021 20:53,,3/24/2021 20:53,CORE
1901CB07,5,5,CS384,,3/24/2021 20:53,,3/24/2021 20:53,Open Elective - II
1901CB08,5,5,CB301,,3/25/2021 21:34,,3/25/2021 21:34,CORE
1901CB08,5,5,CB303,,3/25/2021 21:34,,3/25/2021 21:34,CORE
1901CB08,5,5,CB305,,3/25/2021 21:34,,3/25/2021 21:34,CORE
1901CB08,5,5,CB307,,3/25/2021 21:34,,3/25/2021 21:34,CORE
1901CB08,5,5,CB309,,3/25/2021 21:34,,3/25/2021 21:34,CORE
1901CB08,5,5,CB317,,3/25/2021 21:34,,3/25/2021 21:34,CORE
1901CB08,5,5,CS384,,3/25/2021 21:34,,3/25/2021 21:34,Open Elective - II
1901CB09,5,5,CB301,,3/22/2021 23:28,,3/22/2021 23:28,CORE
1901CB09,5,5,CB303,,3/22/2021 23:28,,3/22/2021 23:28,CORE
1901CB09,5,5,CB305,,3/22/2021 23:28,,3/22/2021 23:28,CORE
1901CB09,5,5,CB307,,3/22/2021 23:28,,3/22/2021 23:28,CORE
1901CB09,5,5,CB309,,3/22/2021 23:28,,3/22/2021 23:28,CORE
1901CB09,5,5,CB317,,3/22/2021 23:28,,3/22/2021 23:28,CORE
1901CB09,5,5,HS301,,3/22/2021 23:28,,3/22/2021 23:28,Open Elective - II
1901CB10,5,5,CB301,,3/22/2021 11:40,,3/22/2021 11:40,CORE
1901CB10,5,5,CB303,,3/22/2021 11:40,,3/22/2021 11:40,CORE
1901CB10,5,5,CB305,,3/22/2021 11:40,,3/22/2021 11:40,CORE
1901CB10,5,5,CB307,,3/22/2021 11:40,,3/22/2021 11:40,CORE
1901CB10,5,5,CB309,,3/22/2021 11:40,,3/22/2021 11:40,CORE
1901CB10,5,5,CB317,,3/22/2021 11:40,,3/22/2021 11:40,CORE
1901CB10,5,5,CS384,,3/22/2021 11:40,,3/22/2021 11:40,Open Elective - II
1901CB11,5,5,CB301,,3/24/2021 17:24,,3/24/2021 17:24,CORE
1901CB11,5,5,CB303,,3/24/2021 17:24,,3/24/2021 17:24,CORE
1901CB11,5,5,CB305,,3/24/2021 17:24,,3/24/2021 17:24,CORE
1901CB11,5,5,CB307,,3/24/2021 17:24,,3/24/2021 17:24,CORE
1901CB11,5,5,CB309,,3/24/2021 17:24,,3/24/2021 17:24,CORE
1901CB11,5,5,CB317,,3/24/2021 17:24,,3/24/2021 17:24,CORE
1901CB11,5,5,CS384,,3/24/2021 17:24,,3/24/2021 17:24,Open Elective - II
1901CB13,5,5,CB301,,3/22/2021 11:53,,3/22/2021 11:53,CORE
1901CB13,5,5,CB303,,3/22/2021 11:53,,3/22/2021 11:53,CORE
1901CB13,5,5,CB305,,3/22/2021 11:53,,3/22/2021 11:53,CORE
1901CB13,5,5,CB307,,3/22/2021 11:53,,3/22/2021 11:53,CORE
1901CB13,5,5,CB309,,3/22/2021 11:53,,3/22/2021 11:53,CORE
1901CB13,5,5,CB317,,3/22/2021 11:53,,3/22/2021 11:53,CORE
1901CB13,5,5,CS384,,3/22/2021 11:53,,3/22/2021 11:53,Open Elective - II
1901CB14,5,5,CB301,,3/22/2021 11:39,,3/22/2021 11:39,CORE
1901CB14,5,5,CB303,,3/22/2021 11:39,,3/22/2021 11:39,CORE
1901CB14,5,5,CB305,,3/22/2021 11:39,,3/22/2021 11:39,CORE
1901CB14,5,5,CB307,,3/22/2021 11:39,,3/22/2021 11:39,CORE
1901CB14,5,5,CB309,,3/22/2021 11:39,,3/22/2021 11:39,CORE
1901CB14,5,5,CB317,,3/22/2021 11:39,,3/22/2021 11:39,CORE
1901CB14,5,5,CS384,,3/22/2021 11:39,,3/22/2021 11:39,Open Elective - II
1901CB16,5,5,CB301,,3/25/2021 13:15,,3/25/2021 13:15,CORE
1901CB16,5,5,CB303,,3/25/2021 13:15,,3/25/2021 13:15,CORE
1901CB16,5,5,CB305,,3/25/2021 13:15,,3/25/2021 13:15,CORE
1901CB16,5,5,CB307,,3/25/2021 13:15,,3/25/2021 13:15,CORE
1901CB16,5,5,CB309,,3/25/2021 13:15,,3/25/2021 13:15,CORE
1901CB16,5,5,CB317,,3/25/2021 13:15,,3/25/2021 13:15,CORE
1901CB17,5,5,CB301,,3/24/2021 23:10,,3/24/2021 23:10,CORE
1901CB17,5,5,CB303,,3/24/2021 23:10,,3/24/2021 23:10,CORE
1901CB17,5,5,CB305,,3/24/2021 23:10,,3/24/2021 23:10,CORE
1901CB17,5,5,CB307,,3/24/2021 23:10,,3/24/2021 23:10,CORE
1901CB17,5,5,CB309,,3/24/2021 23:10,,3/24/2021 23:10,CORE
1901CB17,5,5,CB317,,3/24/2021 23:10,,3/24/2021 23:10,CORE
1901CB17,5,5,HS301,,3/24/2021 23:10,,3/24/2021 23:10,Open Elective - II
1901CB18,5,5,CB301,,3/24/2021 23:15,,3/24/2021 23:15,CORE
1901CB18,5,5,CB303,,3/24/2021 23:15,,3/24/2021 23:15,CORE
1901CB18,5,5,CB305,,3/24/2021 23:15,,3/24/2021 23:15,CORE
1901CB18,5,5,CB307,,3/24/2021 23:15,,3/24/2021 23:15,CORE
1901CB18,5,5,CB309,,3/24/2021 23:15,,3/24/2021 23:15,CORE
1901CB18,5,5,CB317,,3/24/2021 23:15,,3/24/2021 23:15,CORE
1901CB18,5,5,HS301,,3/24/2021 23:15,,3/24/2021 23:15,Open Elective - II
1901CB19,5,5,CB301,,3/25/2021 15:06,,3/25/2021 15:06,CORE
1901CB19,5,5,CB303,,3/25/2021 15:06,,3/25/2021 15:06,CORE
1901CB19,5,5,CB305,,3/25/2021 15:06,,3/25/2021 15:06,CORE
1901CB19,5,5,CB307,,3/25/2021 15:06,,3/25/2021 15:06,CORE
1901CB19,5,5,CB309,,3/25/2021 15:06,,3/25/2021 15:06,CORE
1901CB19,5,5,CB317,,3/25/2021 15:06,,3/25/2021 15:06,CORE
1901CB19,5,5,CS384,,3/25/2021 15:06,,3/25/2021 15:06,Open Elective - II
1901CB20,5,5,CB301,,3/22/2021 14:50,,3/22/2021 14:50,CORE
1901CB20,5,5,CB303,,3/22/2021 14:50,,3/22/2021 14:50,CORE
1901CB20,5,5,CB305,,3/22/2021 14:50,,3/22/2021 14:50,CORE
1901CB20,5,5,CB307,,3/22/2021 14:50,,3/22/2021 14:50,CORE
1901CB20,5,5,CB309,,3/22/2021 14:50,,3/22/2021 14:50,CORE
1901CB20,5,5,CB317,,3/22/2021 14:50,,3/22/2021 14:50,CORE
1901CB20,5,5,CS384,,3/22/2021 14:50,,3/22/2021 14:50,Open Elective - II
1901CB22,5,5,CB301,,3/23/2021 13:53,,3/23/2021 13:53,CORE
1901CB22,5,5,CB303,,3/23/2021 13:53,,3/23/2021 13:53,CORE
1901CB22,5,5,CB305,,3/23/2021 13:53,,3/23/2021 13:53,CORE
1901CB22,5,5,CB307,,3/23/2021 13:53,,3/23/2021 13:53,CORE
1901CB22,5,5,CB309,,3/23/2021 13:53,,3/23/2021 13:53,CORE
1901CB22,5,5,CB317,,3/23/2021 13:53,,3/23/2021 13:53,CORE
1901CB22,5,5,CS384,,3/23/2021 13:53,,3/23/2021 13:53,Open Elective - II
1901CB23,5,5,CB301,,3/25/2021 12:00,,3/25/2021 12:00,CORE
1901CB23,5,5,CB303,,3/25/2021 12:00,,3/25/2021 12:00,CORE
1901CB23,5,5,CB305,,3/25/2021 12:00,,3/25/2021 12:00,CORE
1901CB23,5,5,CB307,,3/25/2021 12:00,,3/25/2021 12:00,CORE
1901CB23,5,5,CB309,,3/25/2021 12:00,,3/25/2021 12:00,CORE
1901CB23,5,5,CB317,,3/25/2021 12:00,,3/25/2021 12:00,CORE
1901CB23,5,5,CS384,,3/25/2021 12:00,,3/25/2021 12:00,Open Elective - II
1901CB25,5,5,CB301,,3/25/2021 13:09,,3/25/2021 13:09,CORE
1901CB25,5,5,CB303,,3/25/2021 13:09,,3/25/2021 13:09,CORE
1901CB25,5,5,CB305,,3/25/2021 13:09,,3/25/2021 13:09,CORE
1901CB25,5,5,CB307,,3/25/2021 13:09,,3/25/2021 13:09,CORE
1901CB25,5,5,CB309,,3/25/2021 13:09,,3/25/2021 13:09,CORE
1901CB25,5,5,CB317,,3/25/2021 13:09,,3/25/2021 13:09,CORE
1901CB31,5,5,CB301,,3/24/2021 10:03,,3/24/2021 10:03,CORE
1901CB31,5,5,CB303,,3/24/2021 10:03,,3/24/2021 10:03,CORE
1901CB31,5,5,CB305,,3/24/2021 10:03,,3/24/2021 10:03,CORE
1901CB31,5,5,CB307,,3/24/2021 10:03,,3/24/2021 10:03,CORE
1901CB31,5,5,CB309,,3/24/2021 10:03,,3/24/2021 10:03,CORE
1901CB31,5,5,CB317,,3/24/2021 10:03,,3/24/2021 10:03,CORE
1901CB32,5,5,CB301,,3/25/2021 13:25,,3/25/2021 13:25,CORE
1901CB32,5,5,CB303,,3/25/2021 13:25,,3/25/2021 13:25,CORE
1901CB32,5,5,CB305,,3/25/2021 13:25,,3/25/2021 13:25,CORE
1901CB32,5,5,CB307,,3/25/2021 13:25,,3/25/2021 13:25,CORE
1901CB32,5,5,CB309,,3/25/2021 13:25,,3/25/2021 13:25,CORE
1901CB32,5,5,CB317,,3/25/2021 13:25,,3/25/2021 13:25,CORE
1901CB33,5,5,CB301,,3/23/2021 19:58,,3/23/2021 19:58,CORE
1801CS18,7,7,CS555,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - III
1901CB33,5,5,CB305,,3/23/2021 19:58,,3/23/2021 19:58,CORE
1901CB33,5,5,CB307,,3/23/2021 19:58,,3/23/2021 19:58,CORE
1901CB33,5,5,CB309,,3/23/2021 19:58,,3/23/2021 19:58,CORE
1901CB33,5,5,CB317,,3/23/2021 19:58,,3/23/2021 19:58,CORE
1901CB33,5,5,CS384,,3/23/2021 19:58,,3/23/2021 19:58,Open Elective - II
1901CB34,5,5,CB301,,3/24/2021 11:02,,3/24/2021 11:02,CORE
1901CB34,5,5,CB303,,3/24/2021 11:02,,3/24/2021 11:02,CORE
1901CB34,5,5,CB305,,3/24/2021 11:02,,3/24/2021 11:02,CORE
1901CB34,5,5,CB307,,3/24/2021 11:02,,3/24/2021 11:02,CORE
1901CB34,5,5,CB309,,3/24/2021 11:02,,3/24/2021 11:02,CORE
1901CB34,5,5,CB317,,3/24/2021 11:02,,3/24/2021 11:02,CORE
1901CB34,5,5,CS384,,3/24/2021 11:02,,3/24/2021 11:02,Open Elective - II
1901CB35,5,5,CB301,,3/25/2021 16:06,,3/25/2021 16:06,CORE
1901CB35,5,5,CB303,,3/25/2021 16:06,,3/25/2021 16:06,CORE
1901CB35,5,5,CB305,,3/25/2021 16:06,,3/25/2021 16:06,CORE
1901CB35,5,5,CB307,,3/25/2021 16:06,,3/25/2021 16:06,CORE
1901CB35,5,5,CB309,,3/25/2021 16:06,,3/25/2021 16:06,CORE
1901CB35,5,5,CB317,,3/25/2021 16:06,,3/25/2021 16:06,CORE
1901CB35,5,5,HS301,,3/25/2021 16:06,,3/25/2021 16:06,Open Elective - II
1901CB36,5,5,CB301,,3/25/2021 10:01,,3/25/2021 10:01,CORE
1901CB36,5,5,CB303,,3/25/2021 10:01,,3/25/2021 10:01,CORE
1901CB36,5,5,CB305,,3/25/2021 10:01,,3/25/2021 10:01,CORE
1901CB36,5,5,CB307,,3/25/2021 10:01,,3/25/2021 10:01,CORE
1901CB36,5,5,CB309,,3/25/2021 10:01,,3/25/2021 10:01,CORE
1901CB36,5,5,CB317,,3/25/2021 10:01,,3/25/2021 10:01,CORE
1901CB36,5,5,PH301,,3/25/2021 10:01,,3/25/2021 10:01,Open Elective - II
1901CB37,5,5,CB301,,3/22/2021 13:07,,3/22/2021 13:07,CORE
1901CB37,5,5,CB303,,3/22/2021 13:07,,3/22/2021 13:07,CORE
1901CB37,5,5,CB305,,3/22/2021 13:07,,3/22/2021 13:07,CORE
1901CB37,5,5,CB307,,3/22/2021 13:07,,3/22/2021 13:07,CORE
1901CB37,5,5,CB309,,3/22/2021 13:07,,3/22/2021 13:07,CORE
1901CB37,5,5,CB317,,3/22/2021 13:07,,3/22/2021 13:07,CORE
1901CB37,5,5,CS384,,3/22/2021 13:07,,3/22/2021 13:07,Open Elective - II
1901CB39,5,5,CB301,,3/23/2021 17:22,,3/23/2021 17:22,CORE
1901CB39,5,5,CB303,,3/23/2021 17:22,,3/23/2021 17:22,CORE
1901CB39,5,5,CB305,,3/23/2021 17:22,,3/23/2021 17:22,CORE
1901CB39,5,5,CB307,,3/23/2021 17:22,,3/23/2021 17:22,CORE
1901CB39,5,5,CB309,,3/23/2021 17:22,,3/23/2021 17:22,CORE
1901CB39,5,5,CB317,,3/23/2021 17:22,,3/23/2021 17:22,CORE
1901CB39,5,5,PH301,,3/23/2021 17:22,,3/23/2021 17:22,Open Elective - II
1901CB40,5,5,CB301,,3/22/2021 22:57,,3/22/2021 22:57,CORE
1801EE21,7,7,EE523,,7/23/2021 13:39,,7/23/2021 13:39,Department Elective - I
1901CB40,5,5,CB305,,3/22/2021 22:57,,3/22/2021 22:57,CORE
1901CB40,5,5,CB307,,3/22/2021 22:57,,3/22/2021 22:57,CORE
1901CB40,5,5,CB309,,3/22/2021 22:57,,3/22/2021 22:57,CORE
1901CB40,5,5,CB317,,3/22/2021 22:57,,3/22/2021 22:57,CORE
1801EE23,7,7,EE484,,7/23/2021 0:45,,7/23/2021 0:45,CORE
1901CB41,5,5,CB301,,3/25/2021 15:33,,3/25/2021 15:33,CORE
1901CB41,5,5,CB303,,3/25/2021 15:33,,3/25/2021 15:33,CORE
1901CB41,5,5,CB305,,3/25/2021 15:33,,3/25/2021 15:33,CORE
1901CB41,5,5,CB307,,3/25/2021 15:33,,3/25/2021 15:33,CORE
1901CB41,5,5,CB309,,3/25/2021 15:33,,3/25/2021 15:33,CORE
1901CB41,5,5,CB317,,3/25/2021 15:33,,3/25/2021 15:33,CORE
1901CB42,5,5,CB301,,3/24/2021 11:11,,3/24/2021 11:11,CORE
1901CB42,5,5,CB303,,3/24/2021 11:11,,3/24/2021 11:11,CORE
1901CB42,5,5,CB305,,3/24/2021 11:11,,3/24/2021 11:11,CORE
1901CB42,5,5,CB307,,3/24/2021 11:11,,3/24/2021 11:11,CORE
1901CB42,5,5,CB309,,3/24/2021 11:11,,3/24/2021 11:11,CORE
1901CB42,5,5,CB317,,3/24/2021 11:11,,3/24/2021 11:11,CORE
1801EE24,7,7,EE485,,7/23/2021 11:24,,7/23/2021 11:24,CORE
1901CB43,5,5,CB301,,3/23/2021 13:34,,3/23/2021 13:34,CORE
